Question,Column1,Answer,Label
"['In this work, one character sings about a wedding feast for peasants in the baritone contredanse ""Fin ch\'han dal vino"" between sips of champagne. This opera contains the aria ""Vedrai carino"", in which a beaten-up Masetto is comforted by his fiancee Zerlina. Donna Elvira listens to Leporello describe his master\'s romantic conquests in this opera\'s Catalogue Aria. In the final scene, the aria ""A cenar teco m\'invitasti"" sees the title character refuse to repent, despite the warnings of the stone statue of the Commendatore. For 10 points, name this Mozart opera, also known as The Rake Punished, in which the title Spanish womanizer is dragged to Hell.']",0.139491259,['Don Giovanni '],composition
"['Ralph Vaughan Williams\' sole work of this type adopts Baroque forms for its third movement Alla Sarabanda and its Burlesca finale, and is subtitled ""Phantasy"". Mozart\'s works for this ensemble are his only chamber works to have an entire chapter devoted to them in Charles Rosen\'s The Classical Style, which claims that his K. 515 was the largest-scale use of sonata form before Beethoven. K.515 also inspired Schubert\'s sole work in this genre, his final instrumental work, notably flattens the fifth in the dominant of its final V-I cadence, thereby ending with the notes D flat-C. But the most famous selection from a work in this genre is the A major minuet from one of over a hundred works for this ensemble written by Luigi Boccherini. For 10 points, this is what kind of work that supplements a string quartet with an extra viola or cello?']",0.383213537,['String Quintet'],composition
"['One character in this work receives a crossbow as a twenty-first birthday president from his mother, and later commits suicide when he is told that he must marry a woman who tricked him into declaring his love for her. Another character in this work is killed when a bunch of birds turn into humans and drown him, and would later convince the protagonist of this work that his daughter is the woman that protagonist is in love with. Wolfgang is the major domo of the court and the tutor of the protagonist of this work, and Bennon von Summerstein helps him to throw a party at the beginning of this work. For 10 points-name this work in which Odile is the daughter of the sorcerer von Rothbart and Siegfried falls in love with Odette, a ballet by Pyotr Ilyich Tchaikovsky.']",0.588747462,['Swan Lake'],composition
"['Four of these works by this composer were written for solo soprano, including Jauchzet Gott in allen Landen!, which includes a part for trumpet. One set of these works by this composer mostly begins with a fantasia on a cantus firmus and ends with a four-part harmonization. The most common structure of these works is to open with a chorus and conclude with a chorale, with a mix of recitatives and arias in between. A longer example of these works is split into two parts that both conclude with tune ""Jesu, Joy of Man\'s Desiring"". Some of these works by this composer were settings of texts by Picander, including the funeral music for Leopold of Anhalt-Kothen and the secular ""Peasant"" and ""Coffee"" ones. At least three cycles of these works were written while their composer was cantorate of St. Thomas\'s in Leipzig. For 10 points, identify these non-oratorio vocal works written by the composer of Mass in B minor.']",0.167900027,"[""cantatas by Johann Sebastian Bach, written while cantorate of St. Thomas's in Leipzig ""]",composition
"['The ""Affetuoso"" second movement in one of these musical works includes a theme based on the rival composer Louis Marchand. Another one has a part written for ""echo flutes"" which is believed to refer to the ""sopranino"" recorder. The third one of these works features two chords in a single measure that are known as the ""Phrygian cadence."" The second one includes a famous solo for the valveless trumpet. The final one of these works oddly includes no violins and has a part for two violin da gambas, one of which was played at the premiere by Prince Leopold. Dedicated to the German margrave Christian Ludwig, for 10 points, name this set of six concerti named for a German city, composed by J. S. Bach.']",0.344097736,['Brandenburg Concertos'],composition
"['This opera includes a paen to the gods sung by a sorcerer titled ""O Isis und Osiris."" Papageno discovers that his beloved Papagena is actually an old woman rather than a young and beautiful girl, but the pair are reunited, along with the protagonists Tamino and Pamina. At one point, Pamina is instructed to kill the sorcerer Sarastro or be cursed by her mother, Sarastro\'s rival. This opera is best-known for its challenging aria ""Der Holle Rache,"" often called the ""Queen of the Night"" aria. For 10 points, what is this opera by Mozart involving a titular instrument with certain powers?']",0.362544643,['The Magic Flute'],composition
"['Muzio Clementi wrote a collection of these titled Gradus ad Parnassum. One of these works begins with an E-E-E-E-F-E-C-E theme, while another was described by Robert Schumann as an ""Aeolian Harp."" Gyorgy Ligeti composed one titled after Brancusi\'s ""Infinite Column,"" and Carl Czerny is remembered most for this type of composition. Frederic Chopin composed a notable one titled ""Winter Wind,"" as well as one nicknamed ""Black Key,"" but his most famous one appeared during the November Uprising of 1831 and is titled ""Revolutionary."" For 10 points, name this type of musical composition often used to strengthen technique whose name comes from the French word for ""study.""']",0.309329851,['etude'],composition
"['The melody to the second movement of this work reappears in one of its composer\'s later oratorios, depicting a ploughman whistling its tune. Its composer\'s biographer, Georg August von Griesinger, confirmed that one moment in this work was designed to outdo the works of its composer\'s student, Ignaz Pleyel. This symphony\'s finale is in G major and 2/4 time and is marked ""Allegro di molto"". A theme beginning ""C \xc2\x96 C \xc2\x96 E \xc2\x96 E \xc2\x96 G \xc2\x96 G \xc2\x96 E"" is the basis for the variations that make up the second movement of this symphony. This is the second in a set of twelve works that includes symphonies nicknamed ""Miliary"" and ""Clock"". For 10 points, name this London symphony by Franz Joseph Haydn, nicknamed for its unexpected timpani thwack in the second movement.']",0.853271325,"['Franz Joseph Haydn\'s Symphony No. 94 in G Major, Hob. I/94 ""Surprise"" ']",composition
"['""Dragon\'s Dance,"" ""From the Island of Bali,"" and ""Melody in the Mist"" are among the more colorfully titled works in this collection, whose last six works were dedicated to Harriet Cohen. ""Fox Song"" is one of a handful of pieces in it with a voice part, while a duet format is used for such pieces as ""Contrary Motion II."" Triplets in Lydian Mode"" A series of ""Unison Melodies"" opens this collection, which ends with a set of ""Dances in a Bulgarian Rhythm,"" and is comprised of six volumes of didactic pieces that ascend from novice to expert level in difficulty. Hungarian Style appear in, FTP, what 153 piece set of piano exercises composed by Bela Bartok?']",0.431710264,['Mikrokosmos'],composition
"['At this work\'s first performance, confusion resulted when groups of performers were positioned in different galleries where they could not see each other. The text used for this work had been previously set to music in 1660 by Henry Lawes. Its composer stated, ""I have read my Bible very well and shall choose for myself"" in response to the bishops\' wish to assign him texts. Its middle section features the chorus repeating ""Rejoice"" over a dotted rhythm in the orchestra, and its opening section features the line ""Nathan the Prophet anointed Solomon king"". It was followed by Let Thy Hand Be Strengthened, The King Shall Rejoice, and My Heart is Inditing in the composer\'s set of four Coronation Anthems for George II. For 10 points, name this Handel work named for a servant of King David.']",0.015671327,['Zadok the Priest '],composition
"['Comic relief in act two of this opera sees Damigella flirt with Valletto, a page who had earlier threatened to burn another character\'s beard off. The duet ""Pur ti miro, pur ti godo"" ends this work, which also sees Cupid sing ""Ho difeso"" when he foils an attempt to kill the title character. That assassin was dressed in his wife Drusilla\'s clothes, which eventually leads to their exile. This opera\'s first act begins with Otone returning home, only to find that his wife having an affair; that scene follows a prologue in which Cupid interrupts an argument between (*) Virtue and Fortune. The lead soprano and the poet Lucan sing and drink together after the philosopher Seneca is forced to commit suicide in this opera, which ends with Ottavia leaving Rome and Nero crowning the titular empress. For 10 points, name this 1642 opera by Claudio Monteverdi.']",0.647801774,['The Coronation of Poppea '],composition
"['The third movement of the first one of these works by this composer features a flute, clarinet, and bassoon trio. In the third of these works, the cellos play a C-D-E flat, G-F-D flat theme that is repeated by the French horns. The first movement of the fourth of these works features a series of descending thirds reminiscent of this composer\'s song ""O Tot."" The third of these works repeats the theme F-A-F flat in tribute to ""free but lonely,"" the motto of (*) Joseph Joachim. The fourth of these works, which makes heavy use of piccolos and triangles in the third movement, contains a chaconne comprising thirty-two variations of the cantata Nach Dir, Herr, verlanget mich by J.S. Bach. Hans von Bulow memorably dubbed the first of these to be ""Beethoven\'s Tenth."" For 10 points, name these works for orchestra by the composer of Hungarian Dances and a notable lullaby.']",0.554556665,['symphonies by Johannes Brahms'],composition
"['The finale of one of these works by this composer begins with four bars of a second-inversion E diminished seventh chord, played in a dotted rhythm in 2/4 time. The first movement of that one of these pieces by this composer begins with descending and ascending unison arpeggios in F minor in 12/8 time and is marked Allegro assai. Another of these works by this composer begins with a long C-minor chord in a (*) Grave (GRAH-vay) tempo and has an A-flat major Adagio cantabile theme in its second movement. One that begins with C-sharp triplet arpeggios, in a movement marked Adagio sostenuto, was given its nickname by Ludwig Rellstab, who envisioned the title phenomenon over Lake Lucerne. For 10 points, name these works for solo piano that include the Appassionata, Pathetique, and Moonlight.']",0.448264963,['piano sonatas by Ludwig Van Beethoven '],composition
"['Its third section, which features strings, piano, and woodwinds, depicts the arrival of dusk and is marked ""Andantino."" By contrast this work opens with a savage discordant theme marked ""Allegro Feroce"" that illustrates the elemental struggle inspired by its source material, a poem by Gorodetzky. Its second section featuring insistent, pounding rhythms, depicts the kidnapping of a wood nymph, and is entitled ""The Evil God and Dance of the Pagan Monster."" This work, which was based on a ballet originally commissioned by Diaghilev as a piece that would focus on prehistoric subject matter, ends with a fourth movement that sees the rising sun smiting the evil Chuzbog and the triumph of the characters Ala and Lolli. For 10 points, identify this orchestral work that is named for a barbarian tribe and composed by Sergei Prokofiev.']",0.658531775,['Scythian Suite'],composition
"['A bass in this opera sings the patter song ""A un dottor della mia sorte"" to a woman who had earlier schemed to trick him in the duet ""Dunque io son."" For many years, prima donnas sang their favorite arias during this opera\'s ""Lesson Scene."" Its second scene begins with its lead soprano singing ""Una Voce Poco Fa"" to express her desire to meet (*) Lindoro. In this opera\'s final scene, Count Almaviva succeeds in marrying Doctor Bartolo\'s ward Rosina, with the help of the title character, Figaro. First premiered in 1816, for 10 points, name this comic opera by Rossini set in the title Spanish city.']",0.679368763,['The Barber of Seville '],composition
"['The oboe excerpts the song ""Schlaf, Kindlein, Schlaf"" in a piece named for this man. A motif consisting of successive descending fourths represents this character\'s joy of life. After tasting dragon\'s blood, he gains the ability to understand birds. That blood came from Fafner, whom this character drew out of his cave with a horn call. After Mime realizes that this character knows no fear, this character sings ""Nothung! Nothung! Niedliches Schwert!"" while forging the broken pieces of Nothung, which he uses to break Wotan\'s spear. He is the namesake of an idyll the composer wrote for his wife Cosima. This character uses the Tarnhelm to disguise himself as Gunther and win Br\xc3\xbcnnhilde as Gunther\'s wife, after having earlier crossed Loge\'s magic fire to win Br\xc3\xbcnnhilde\'s love. For 10 points, name this son of Sieglinde and Siegmund, the namesake of the third opera in Wagner\'s Ring Cycle.']",0.957654516,['Siegfried'],composition
"['A suite by Chabrier with this word in its title opens with an Idylle and ends with a Scherzo-Valse. In Baroque music, this term denotes a melody, often in thirds, played above a drone that imitates the zampogna, or Italian bagpipes. Examples of these pieces are the Sinfonia to Part II of the Christmas Oratorio and the Pifa movement of Handel\'s Messiah. A cadenza in the second movement of the most famous piece of this name imitates birdcalls: the nightingale represented by the flute, the quail by the oboe, and the cuckoo by two clarinets, and contains movements titled ""Thunderstorm"" and ""Scene by the Brook"" For 10 points, name this adjective appended to Beethoven\'s Sixth Symphony, which describes rural life.']",0.481188997,['pastorale'],composition
"['During the course of this work the harmony moves steadily up, from D minor, up to E, and then F. It ends with a death wish and a recapitulation of the refrain, ""O, my heart is sad, my rest is o\'er."" Its climax, accompanied by a fortissimo ascent to B flat major, occurs during the memory of a kiss, at which point the insistent piano accompaniment stops short for a moment, before it begins again. Composed one year before another of its composer\'s Goethe-inspired works, The Elf-King, this work is set in a room by a window where an enraptured girl waits while her foot rises and falls on a pedal. For 10 points, identify this lied that depicts a Faust heroine dreaming of her love as she manipulates the title object, a work by Franz Schubert.']",0.037649371,['Gretchen at the Spinning Wheel'],composition
"['In Act II, Scene 2, a character sings an aria criticizing the Bible, which leads another character\'s wife to sing ""Shame on all you sinners!"" The chorus, while sitting in Serena\'s room, believes Death is ""...knocking at the door"" when one main character is sick, while in Act I, Jake sings ""A Woman is a Sometime Thing."" The song ""Gone, Gone, Gone"" is sung after Robbins is killed in a fight after a craps game with Sportin\' Life, and at one point, the titular cripple tells the other title character, ""you is my woman now."" For 10 points, what is this opera opening with the lullaby ""Summertime,"" set on Catfish Row with music by George Gershwin?']",0.376996703,['Porgy and Bess'],composition
"['This song, which was first performed at New York\'s Cafe Society in 1939, was covered on the 1965 album Pastel Blues by Nina Simone. Columbia Records declined to record this song, but did grant its singer a release to record it on the Commodore label with a 70-second piano introduction by Sonny White. This song was adapted from a poem by Abel Meeropol, a Jewish schoolteacher who adopted Ethel and Julius Rosenberg\'s children and used the pen name Lewis Allan. Its lyrics contrast a ""gallant"" and ""pastoral scene"" with ""the (*) bulgin\' eyes and twisted mouth"" and describe ""blood on the leaves"" and ""black bodies swingin\'"" in the breeze. For 10 points, name this song in which Billie Holiday sings about ""southern trees"" that bear the products of lynchings.']",0.317336114,"['""Strange Fruit""']",composition
"['This work\'s choreographer\'s preferred interpreter of its central role was Christine Sarry. In its second section, a nocturne in 5/4, the bassoon and oboe represent the loneliness of the central character. That part of this work also contains music for solo piano written by Leonard Bernstein. Another section of this work takes themes from the songs ""Gilderoy"" and ""McLeod\'s Reel"", but is based primarily on an Alan Lomax recording of ""Bonaparte\'s Retreat"". The ""Four Dance Episodes"" its composer excerpted from this ballet included music from the sections (*) ""Saturday Night Waltz"" and ""Buckaroo Holiday"", but omitted the ""Ranch House Party"". Its final section climaxes in a kiss between the Champion Roper and the Cowgirl. For 10 points, name this ballet choreographed by Agnes de Mille to music by Aaron Copland, which contains the ""Hoe-down"".']",0.264662434,['Rodeo'],composition
"['One character in this opera sings an aria asking for quiet after blindfolding the protagonist and convincing him to assist in a kidnapping. After one character in this opera attempts to seduce the protagonist\'s daughter, the protagonist advises her to flee to Verona disguised as a man. An assassin in this opera, Sparafucile, decides to kill the first person to enter an inn and Gilda martyrs herself to save The Duke of Mantua. The aria ""La Donna e Mobile"" appears in its third act. For 10 points, name this Giuseppi Verdi opera about a hunchbacked court jester.']",0.78059117,['Rigoletto'],composition
"['The second movement of one of these works by this composer begins and ends with a second inversion A minor chord played by the winds. One of these works contains a second movement that is spuriously said to parody the sound of Johann Maelzel\'s metronome. One of these works was premiered alongside a work written for a panharmonicon. Another of these works contains a second movement funeral march in C minor and reused the theme from their composer\'s Opus 35, a set of solo piano variations. The seventh one was premiered alongside Wellington\'s Victory. One of these works features cadenzas by the flute, clarinet, and oboe to imitate bird calls in a movement called ""On the Brook."" The final one of these works is named ""Choral"" and sets text from Schiller\'s ""Ode to Joy."" For 10 points, name these four or five movement works including the Eroica and the Pastoral.']",0.929065789,['symphonies by Ludwig von Beethoven '],composition
"['The shortest of these pieces by this composer, despite being in F major, includes a loud unison on C sharp in its finale. That piece in this set contains the only third movement minuet of the group, and features woodwind accompaniment imitating a metronome. The second movement of another piece in this set, which has 12/8 meter in the key of B-flat major, features two divided muted solo cellos depicting the gentle flowing of water. The finale of the last one includes a 6/8 march ""in the Turkish style."" The five-movement sixth piece in this set begins by depicting the ""awakening of cheerful feelings upon arrival in the countryside."" For 10 points, name these nine pieces, the last of which includes a choral setting of Schiller\'s ""Ode to Joy.""']",0.10820624,"[""Ludvig van Beethoven's symphonies ""]",composition
"['In the rondo finale of the eighteenth of these works, the meter changes from 6/8 to 2/4 in the winds. The ninth of these works is nicknamed ""Jeunhomme,"" and the final one is in B-flat, following one of these works with a second movement entirely lacking left hand portions. Besides the ""Coronation,"" one of these works possesses a unique adagio in F-sharp minor, and yet another contains a Mannheim rocket in its final rondo following a peaceful, then furiously fast']",0.225223015,"[""Mozart's piano concertos""]",composition
"['One debate about this symphony is whether Friedrich Hradetzky or E.C. Lewy performed the ""fourth horn solo"" in its third movement. This symphony\'s scherzo movement is unusually second instead of third. Its fourth movement starts with a theme and variations that quotes the first three movements, and contains a section in the Turkish style. Its final movement makes use of a chorus and includes a setting of (*) Schiller\'s ""Ode to Joy."" For 10 points, name this final symphony of Beethoven.']",0.322516557,"[""Beethoven's Symphony No. 9 in D minor ""]",composition
"['Jean Barraque\'s Opus one is a single movement fifty minute long serial type of this musical work. Franz Schubert\'s pieces of this type include ones identified by the D numbers 958, 959, and 960. Leos Janacek memorialized the death of Frantisek Pavlik in a composition of this type titled 1. X. 1905. Another of these pieces, Chopin\'s Opus thirty-five, contains a third movement funeral march. Mozart composed eighteen of them, including one in C major labeled ""for beginners"" and one in A major whose third movement is titled ""Rondo Alla Turca."" For 10 points, name this type of composition for a solo instrument, which is the form of Beethoven\'s pieces nicknamed Appassionata and Pathetique.']",0.177607563,['piano sonatas '],composition
"['In the prologue to this work, the fool says to the audience, ""May I? May I? Lord! Gentlemen, a nest of memories"". One character in this work sings the arias ""Qual fiamma avea nel guardo"" and ""Stridono lassu"" to frighten and then comfort another character, who would later call out ""I will always be yours!"" to her lover, despite the fact that she is married to the character who sings the aria ""Vesti la glubba"". At the end of this work, the title character exclaims, ""The play is over!"" after stabbing his wife, Nedda, and her lover, Silvio. For 10 points-name this work in which Canio is the head of an acting troupe and plays a clown, an opera by Ruggero Leoncavallo.']",0.06846157,['Pagliacci'],composition
"['This piece features superpositions of an E flat dominant seventh chord. It includes rarely-heard instruments like the guiro, which can be heard in the section ""Procession of the Sage,"" and ends with a young girl dancing herself to death. This piece begins with a melody adapted from a Lithunanian folk song played by a solo bassoon in its highest register, which transitions into a dissonant chorus of woodwinds. Divided into ""The Adoration of the Earth"" and ""The Sacrifice,"" for 10 points, name this 1913 ballet about pagan rituals, which caused riots at its premiere and was composed by Igor Stravinsky.']",0.488621687,['The Rite of Spring '],composition
"['One character in this opera vows to help Marcellina enforce punishment for a defaulted loan in ""La vendetta"", and while measuring the space for his bridal bed, the title character of this opera sings the duet ""Cinque, dieci, venti, trenta"" with his fianc\xc3\xa9e. This opera was the first of three collaborations with the librettist Lorenzo Da Ponte, and sees the music teacher Basilio spread rumors about (*) Cherubino\'s affections for Countess Rosina, who disguises herself as Susanna to fool her husband. Count Almaviva\'s amorous intents are the subject of, for ten points, what Mozart opera, which takes place after the events of Rossini\'s The Barber of Seville?']",0.512279935,['The Marriage of Figaro '],composition
"['An aria in this opera strikes its lowest note, a C-natural, on the first syllable of the heavily accented phrase ""l\'ombre mostrarsi."" Another aria in this opera is usually transposed down a whole step from F to E-flat, and was written explicitly for Fanny Tacchinardi Persiani. In this opera, the protagonist sings the aria ""Regnava nel silenzio,"" in which she informs her maid Alisa that she has seen the ghost of a girl killed by her ancestor. The title woman of this opera sings ""Il dolce suono"" in a famous ""mad scene"" in which she fantasizes about her beloved Edgardo after murdering her husband Arturo. For 10 points, name this opera which was adapted from a Walter Scott novel, by Gaetano Donizetti.']",0.506877244,['Lucia di Lammermoor'],composition
"['Haydn composed one of this kind of piece labeled ""for troubled times,"" which has been nicknamed ""Lord Nelson."" Beethoven wrote one in C Major given the Latin title Solemnis. It includes the movements ""Kyrie,"" ""Gloria,"" ""Credo,"" ""Sanctus,"" and ""Agnus Dei."" Palestrina wrote one named for Pope Marcellus. Bach\'s only complete one of these was in B Minor. For 10 points, name this sacred musical setting of the Catholic liturgy to accompany services every Sunday.']",0.92471178,['Masses'],composition
"['In this ballet, a ""Dance of the Goblets"" ends a birthday party. The protagonist of this ballet, who accepts a crossbow from his mother on his 21st birthday, is tutored by Wolfgang. In this ballet, the main character accidentally vows to love the black-costume-wearing Odile instead of his true love in the third act. This ballet\'s protagonist, Siegfried, almost shoots Odette, who has been forced by von Rothbart to transform into the title animal during the daytime. For 10 points, name this Tchaikovsky ballet titled for a body of water where a large bird swims.']",0.523683662,['Swan Lake '],composition
"['This work begins with a theme its composer originally wrote for a never-completed set of variations on Schubert\'s ""Trauerwalzer."" A section near the middle of this work anachronistically uses breves to indicate three short sequences of notes, which are often omitted in performance. Like its composer\'s Opus 2, this work ends by quoting the ""Grandfather\'s Dance"" to attack musical reactionaries. It represents Ernestine von Fricken as ""Estella"" and the composer\'s wife as ""Chiarina,"" and incorporates a musical cryptogram based on the notes A-E flat-C-B, which stand for the letters A-S-C-H. Its composer\'s Opus 9, it includes pieces named for its composer\'s divided personas Florestan and Eusebius, as well as short pieces representing Paganini, Chopin, and Clara Wieck. Consisting of twenty short piano pieces, for 10 points, name this work by Robert Schumann which evokes a festival.']",0.972086439,"['Carnaval, Sc\xc3\xa8nes mignonnes sur quatre notes ']",composition
"['This work\'s composer used the words ""drunken fugue"" to describe the bacchanal scene that forms the closing chorus of its third section. One of the gloomier moments in this work is the cavatina ""Light and Life,"" which appears near the start of its fourth section. The composer quotes the ""Quam olim Abrahae"" from his friend Mozart\'s Requiem in the aria ""Be Now Gracious"" in this work modeled after a poem of the same name by James Thomson. Hanne, Lucas, and Simon, a trio of peasant farmers, are the three solo vocal parts in this work, which also has an aria quoting a theme from the composer\'s Symphony No. 94, and was finished three years after his earlier work in the same style, The Creation. FTP, identify this Franz Josef Haydn oratorio divided into the sections: Spring, Summer, Autumn and Winter.']",0.981401315,['The Seasons'],composition
"['One of this work\'s movements is written in 6/8 time and features the heading ""al tempo di Giga"". The composer\'s biographer Johann Forkel argues that its penultimate movement is a joke based on the family tradition of singing vulgar peasant tunes at gatherings. The folk song ""Cabbage and turnips have driven me away; had my mother cooked meat, I\'d have decided to stay"" was the basis for this work\'s penultimate section, which is a ""quodlibet."" This piece is the fourth member of the series Clavier-Ubung and every third section is a canon. This work was composed for the titular musician who played during the night to Count Kaiserling who suffered from insomnia. For 10 points, name this work by J. S. Bach written for harpsichord consisting of thirty variations on the initial aria.']",0.989099865,['Goldberg Variations'],composition
"['The performer\'s wife would later write lyrics for this song that asked ""Wouldn\'t it be better/Not to be so polite?"" Near the end of this piece, the drummer enters a decrescendo using a snare and two cymbals, before the recapitulation of the main theme, which only uses F minor and C minor 7 chords in its riff. The alto saxophone uses the traditional blues scale in D, and employs a dotted rhythm throughout the piece. Eugene (*) Wright usually improvised parts of the simple bass melody, and Joe Morello used backsticking in his part of his solo. The piano portion for this song has a low E-flat, E-flat, B-flat sequence in the left hand accompanied by a descending set of chords in the right hand. For 10 points, identify this song written by Paul Desmond and named after the unusual quintuple time, recorded on the album Time Out and performed by the Dave Brubeck Quartet.']",0.849386712,"['""Take Five"" ']",composition
"['One instrument that features prominently in this work was earlier used by its composer in the symphonic poem The Voyevoda. Its pas de deux features a tarantella for the male dancer in addition to a section that contains one of the earliest uses of the celesta in classical music. One excerpt is known as either the Dance of the Mirlitons or the Dance of the Reed Flutes, and a scene in the Land of Sweets features dances from Spain, China, Arabia, and Russia, the last being the famous Trepak. Featuring the children Fritz and Clara and the ""Dance of the Sugar Plum Fairy,"" for 10 points, name this ballet by Tchaikovsky about a kitchen toy.']",0.26448665,['The Nutcracker'],composition
"['In the penultimate section of this piece, the alto flute plays ""B-D-B-G-sharp-C"" [please pronounce slowly] after many repetitions of an English horn motive that chromatically rapidly ascends from E to a sustained G sharp. The third-to-last section of this piece, played over a low E flat, is a repetitive C-major fanfare that is later played by the bassoons. Near the end of the fast third section of this piece, repeated measures of eighth-note string tremolos alternating between 6/8 and 3/4 are interrupted by first one loud quarter- note chord for the whole orchestra; then two; then a bass drum THWACK followed by a chord. The second section of this piece\'s second part ends with a measure containing 11 loud repeated chords. This piece\'s second section begins with the strings percussively repeating an E-flat dominant-seventh chord on top of an F-flat major chord, with the horns adding accents on seemingly random beats. For 10 points, name this piece that begins with a very high bassoon solo, a ballet by Igor Stravinsky.']",0.071703766,['The Rite of Spring '],composition
"['One part of this work features eleven measures of eighth notes before the soloist plays a series of C-minor thirty-second note arpeggios. Another section features repeated trills starting with a B among the soloist and the principal violins before returning to the E-major theme. The violins in this series play high pizzicato in its final section, depicting cold rain, while earlier lightning and thunder are depicted in the section, ""Storm."" Its composer included this collection in his The Contest Between Harmony and Invention. For 10 points, name this set of violin concerti by Antonio Vivaldi, which opens with ""Spring"" and ""Summer.""']",0.02881051,['The Four Seasons '],composition
"[""A pizzicato variation in this piece represents the central character's triumph. Composed at Villa Senar two years before its composer's third symphony, it begins with a variation unusually played before the strings play its main theme. Sometimes considered its composer's fifth piano concerto, it introduces the Dies Irae in its seventh and eleventh variations, and inverts the main theme from A minor to D flat major in its andante cantabile 18th variation. Composed in 1934, it is based on another composer's twenty-fourth violin caprice. For 10 points, name this orchestral work by Sergei Rachmaninoff titled for a legendary Italian violinist.""]",0.849891127,['Rhapsody on a Theme of Paganini'],composition
"['In this opera, the duet ""Viene la sera"" is sung after the female lead has an angry confrontation with one of her relatives. Another aria in it tells of a ship appearing on the horizon and declares that the singer will wait for a character represented by the ""Star Spangled Banner"" motif. That aria, ""Un bel di, vedremo,"" is sung just before the protagonist talks to American consul Sharpless and reveals her baby that she had with her husband. At the end of this opera, a U.S. naval officer named Pinkerton discovers that his wife, whose real name is Cio-Cio San, has killed herself in their home in Nagasaki. For 10 points, name this Giacomo Puccini opera set in Japan.']",0.613418766,['Madame Butterfly '],composition
"['It is generally agreed that Handel\'s Dettingen Anthem formed the basis for this piece\'s second-movement double fugue. Musicologists such as Richard Maunder and Robert Levin have argued that the composer intended to incorporate the so-called ""Amen fugue"" into this piece. In a movement from this piece in 12/8 time, the first violin plays off-beat eighth notes and the second violin and viola play quarter notes. The only woodwinds called for in this piece are two bassoons and two basset horns. This composition, which was commissioned by Franz von Walsegg, originally broke off after the first eight or nine bars of the Lacrimosa, and was completed by Franz Xaver S\xc3\xbcssmayr. For 10 points, name this mass for the dead by the composer of ""Eine Kleine Nachtmusik.""']",0.905500032,"[""ANSWER: Wolfgang Amadeus Mozart's Requiem Mass in D Minor ""]",composition
"['In this work, one character\'s mother sends him a letter asking him to marry the girl who brought the letter. Towards its end, one character sings ""C\'est toi! C\'est moi"" to his lover, only to have her throw the ring he had gifted her. In this work, one character\'s job is described as a celebration of (*) courage in a song that describes the cheers of the crowds watching the ring. Another song in this work includes the line ""L\'amour est l\'enfant e Boheme"" and repeatedly tells its addressee to ""take guard."" Don Jose kills the title character of this opera at its end, and in Act 2 of this opera, Escamillo sings the Toreador Song. For 10 points, name this opera in which the Haba\xc3\xb1era Song is sung by the title gypsy, a work of Georges Bizet.']",0.313027758,['Carmen'],composition
"[""Because of the presence of parallel octaves in one of its sections, this work was believed to originally be a violin solo by Peter Williams. A less famous work of the same title is named for its Dorian mode, and current copies of this work come from transcriptions of Johannes Ringk. It begins with a diminished seventh chord which ends in D major, and this piece itself is written in D minor. This piece is the first played in Disney's Fantasia, and its catalogue number is BWV 565. For 10 points, name this work for the organ made up of two parts, the second of which is in a form in which the subject is played imitatively in multiple voices, written by Johann Sebastian Bach.""]",0.4447508,"['Toccata and Fugue in D minor, BWV 565']",composition
"['In this musical, one character slaps a hooker\'s thigh while imploring others to ""grab some Christmas cheer"". Earlier, three characters break into a church. A trio of female singers warns the audience that ""My Boyfriend\'s Back"", and, after his daughter dies, the main character sings ""Fallen Angel"". This musical, whose set features Ray Stieglitz- style backdrops, begins with an unnamed Frenchman singing ""Ces Soirees-La"" and features characters like Bob Gaudio, Nick Massi, Tommy DeVito, and even Joe Pesci. The title characters perform numbers like ""Rag Doll"", ""C\'Mon Marianne"", ""Walk Like a Man"", and ""Sherry"" before their induction into the Rock \'n\' Roll Hall of Fame. Name this winner of the 2006 Tony Award for Best Musical, a jukebox musical that tells the true story of Frankie Valli and the Four Seasons.']",0.461528945,['Jersey Boys'],composition
"['The sixth set of these works contains a piece in memory of Niels Gade and the melancholy ""Vanished Days."" Another set of these works opens with a berceuse, and includes a folk ""Fling Dance"" and ""Spring Dance."" Its final volume, its composer\'s Opus 71, was published thirty-four years after its first volume, which includes a ""watchman\'s song"" inspired by Macbeth, and begins with an ""Arietta."" It includes its composer\'s Opus 12, Opus 38, Opus 54, and Opus 65, and contains pieces such as ""Erotik,"" ""Butterfly,"" ""Wedding Day at ? Troldhaugen,"" and ""March of the Trolls."" FTP, identify this collection of 66 short works for solo piano by Edvard Grieg.']",0.357815963,['Lyric Pieces '],composition
"['Every movement in Johannes Ockeghem\'s Missa Prolationum is in this form. In Fidelio, Marzelline, Leonore, Rocco, and Jacquino sing a quartet in this form, ""Mir ist so Wunderbar"". Versions in retrograde inversion that can be read upside-down are called ""table"" varieties of these pieces, and palindromic versions of these pieces are called ""crab"" varieties. An example of the latter and a constantly transposing ""perpetual"" one of these are among several of these in The Musical Offering, and every sixth variation in the Goldberg Variations is one of these. The most famous of these begins: D, A, B, F-sharp, G, D, G, A. For 10 points, ""Frere Jacques"" and ""Row, row, row your boat"" are examples of what kind of piece, in which a melody is started at different points in time by different voices, of which Pachelbel wrote a notable example in D?']",0.995304776,['canon '],composition
